"","tag","station","stratum","latitude","longitude"
"641","Ocean 1994","PSCFT08300","unknown",34.08416667,-119.1778333
"653","Ocean 1994","PSCFT08140","unknown",34.09733333,-119.1723333
"662","Ocean 1994","PSCFT08230","unknown",34.08966667,-119.2596667
"672","Ocean 1994","PSCFT08590","unknown",34.06516667,-119.2003333
"681","Ocean 1994","PSCFT07530","unknown",34.16033333,-119.4338333
"693","Ocean 1994","PSCFT07140","unknown",34.17766667,-119.4626667
"702","Ocean 1994","PSCFT07390","unknown",34.16683333,-119.455
"713","Ocean 1994","PSCFT05020","unknown",34.27933333,-119.409
"723","Ocean 1994","PSCFT05370","unknown",34.2605,-119.4355
"732","Ocean 1994","PSCFT05420","unknown",34.26,-119.4958333
"742","Ocean 1994","PSCFT03660","unknown",34.34016667,-119.4495
"751","Ocean 1994","PSCFT03980","unknown",34.321,-119.5255
"761","Ocean 1994","PSCFT04070","unknown",34.323,-119.5668333
"772","Ocean 1994","PSCFT02890","unknown",34.37016667,-119.6526667
"782","Ocean 1994","PSCFT07080","unknown",34.18616667,-119.5795
"793","Ocean 1994","PSCFT06820","unknown",34.2,-119.6423333
"802","Ocean 1994","PSCFT06700","unknown",34.20566667,-119.6735
"813","Ocean 1994","PSCFT06040","unknown",34.23183333,-119.626
"823","Ocean 1994","PSCFT05770","unknown",34.2435,-119.6038333
"833","Ocean 1994","PSCFT04800","unknown",34.28633333,-119.6485
"842","Ocean 1994","PSCFT04990","unknown",34.2825,-119.6523333
"853","Ocean 1994","PSCFT02520","unknown",34.3855,-119.6391667
"862","Ocean 1994","PHYFT09020","unknown",34.02166667,-118.7001667
"872","Ocean 1994","PHYFT09600","unknown",33.997,-118.5833333
"881","Ocean 1994","PHYFT10420","unknown",33.9615,-118.487
"893","Ocean 1994","PHYFT11080","unknown",33.88666667,-118.4871667
"901","Ocean 1994","PHYFT11090","unknown",33.87366667,-118.5105
"913","Ocean 1994","PHYFT11260","unknown",33.86883333,-118.478
"923","Ocean 1994","PHYFT11480","unknown",33.85333333,-118.507
"932","Ocean 1994","PSCFT00320","unknown",34.61333333,-120.2293333
"942","Ocean 1994","PSCFT01150","unknown",34.41416667,-120.3411667
"951","Ocean 1994","PSCFT02450","unknown",34.38017,-120.42667
"962","Ocean 1994","PSCFT03980","unknown",34.321,-119.5255
"973","Ocean 1994","PSCFT04740","unknown",34.29333333,-119.5111667
"981","Ocean 1994","PSCFT06520","unknown",34.21066667,-119.3535
"991","Ocean 1994","PSCFT07080","unknown",34.18616667,-119.5795
"1003","Ocean 1994","PSCFT07140","unknown",34.17766667,-119.4626667
"1012","Ocean 1994","PSCFT07140","unknown",34.17766667,-119.4626667
"1021","Ocean 1994","PSCFT07390","unknown",34.16683333,-119.455
"1031","Ocean 1994","PSCFT07390","unknown",34.16683333,-119.455
"1043","Ocean 1994","PSCFT07530","unknown",34.16033333,-119.4338333
"1052","Ocean 1994","PSCFT07530","unknown",34.16033333,-119.4338333
"1062","Ocean 1994","PSCFT08140","unknown",34.09733333,-119.1723333
"1072","Ocean 1994","PSCFT08200","unknown",34.08916667,-119.0811667
"1082","Ocean 1994","POCFT13000","unknown",33.66568333,-118.1042167
"1092","Ocean 1994","POCFT13060","unknown",33.66471667,-118.0456667
"1105","Ocean 1994","POCFT14060","unknown",33.60168333,-118.0427167
"1115","Ocean 1994","POCFT13480","unknown",33.63353333,-118.01065
"1122","Ocean 1994","POCFT14150","unknown",33.59715,-118.0091167
"1132","Ocean 1994","POCFT14260","unknown",33.59133333,-118.0445333
"1143","Ocean 1994","POCFT15710","unknown",33.30775,-117.6161333
"1152","Ocean 1994","POCFT15850","unknown",33.29203333,-117.5745167
"1161","Ocean 1994","POCFT16500","unknown",33.17901667,-117.3963667
"1171","Ocean 1994","POCFT16670","unknown",33.13723333,-117.3716333
"1182","Ocean 1994","POCFT13550","unknown",33.63072,-118.0791
"1192","Ocean 1994","POCFT14170","unknown",33.59755,-117.9629
"1203","Ocean 1994","POCFT14180","unknown",33.58901667,-118.1025
"1214","Ocean 1994","POCFT14240","unknown",33.59421667,-117.9164833
"1223","Ocean 1994","POCFT15500","unknown",33.35438333,-117.5781667
"1231","Ocean 1994","POCFT16550","unknown",33.16716667,-117.44575
"1243","Ocean 1994","POCFT16550","unknown",33.16716667,-117.44575
"1252","Ocean 1994","PSDFT17970","unknown",32.76683333,-117.3395
"1263","Ocean 1994","PSDFT18330","unknown",32.68616667,-117.3195
"1272","Ocean 1994","PSDFT18330","unknown",32.68616667,-117.3195
"1283","Ocean 1994","PSDFT18390","unknown",32.67333333,-117.2733333
"1292","Ocean 1994","PSDFT18500","unknown",32.65033333,-117.332
"1303","Ocean 1994","PSDFT18500","unknown",32.65033333,-117.332
"1312","Ocean 1994","PSDFT18710","unknown",32.63033333,-117.3086667
"1321","Ocean 1994","PSDFT18710","unknown",32.63033333,-117.3086667
"1333","Ocean 1994","PSDFT18920","unknown",32.61816667,-117.2723333
"1341","Ocean 1994","PHYFT09430","unknown",34.0065,-118.5848333
"1352","Ocean 1994","PHYFT09930","unknown",33.9865,-118.5823333
"1362","Ocean 1994","PHYFT10280","unknown",33.959,-118.5821667
"1372","Ocean 1994","PHYFT10460","unknown",33.94083333,-118.4583333
"1382","Ocean 1994","PHYFT10490","unknown",33.93816667,-118.5323333
"1392","Ocean 1994","PHYFT10520","unknown",33.93083333,-118.5913333
"1401","Ocean 1994","PHYFT10720","unknown",33.92416667,-118.548
"1413","Ocean 1994","PLAFT11590","unknown",33.84863333,-118.4269167
"1421","Ocean 1994","PLAFT11590","unknown",33.84863333,-118.4269167
"1433","Ocean 1994","PLAFT11590","unknown",33.84863333,-118.4269167
"1442","Ocean 1994","PLAFT11590","unknown",33.84863333,-118.4269167
"1451","Ocean 1994","PLAFT11690","unknown",33.83461667,-118.49275
"1462","Ocean 1994","PLAFT11730","unknown",33.817,-118.4240833
"1472","Ocean 1994","PLAFT11730","unknown",33.817,-118.4240833
"1482","Ocean 1994","PLAFT11730","unknown",33.817,-118.4240833
"1492","Ocean 1994","PLAFT12220","unknown",33.72233333,-118.20075
"1502","Ocean 1994","PLAFT12220","unknown",33.72233333,-118.20075
"1513","Ocean 1994","PLAFT14760","unknown",33.56433333,-118.1633333
"1522","Ocean 1994","PLAFT14760","unknown",33.56433333,-118.1633333
"1531","Ocean 1994","PSCFT00160","unknown",34.454,-120.0341667
"1541","Ocean 1994","PSCFT01500","unknown",34.40916667,-120.4146667
"1553","Ocean 1994","PSCFT05020","unknown",34.27933333,-119.409
"1562","Ocean 1994","PSCFT05370","unknown",34.2605,-119.4355
"1571","Ocean 1994","PSCFT06520","unknown",34.21066667,-119.3535
"1582","Ocean 1994","PHYFT11090","unknown",33.87366667,-118.5105
"1591","Ocean 1998","2075","unknown",22.491,118
"1602","Ocean 1998","2077","unknown",23.748,118
"1614","Ocean 1998","2077","unknown",23.592,118
"1621","Ocean 1998","2078","unknown",21.632,118
"1633","Ocean 1998","2079","unknown",22.909,118
"1642","Ocean 1998","2086","unknown",18.544,118
"1652","Ocean 1998","2089","unknown",17.794,118
"1663","Ocean 1998","2092","unknown",18.15,118
"1672","Ocean 1998","2096","unknown",15.975,118
"1681","Ocean 1998","2104","unknown",14.606,119
"1693","Ocean 1998","2106","unknown",13.583,119
"1702","Ocean 1998","2109","unknown",13.043,119
"1712","Ocean 1998","2116","unknown",58.873,118
"1721","Ocean 1998","2116","unknown",58.888,118
"1732","Ocean 1998","2118","unknown",49.822,118
"1742","Ocean 1998","2119","unknown",34.807,117
"1752","Ocean 1998","2120","unknown",32.505,117
"1761","Ocean 1998","2155","unknown",44.614,118
"1772","Ocean 1998","2158","unknown",43.665,118
"1783","Ocean 1998","2162","unknown",42.86,118
"1792","Ocean 1998","2162","unknown",42.828,118
"1802","Ocean 1998","2174","unknown",44.122,118
"1813","Ocean 1998","2186","unknown",43.902,118
"1822","Ocean 1998","2186","unknown",43.877,118
"1833","Ocean 1998","2192","unknown",56.719,118
"1842","Ocean 1998","2194","unknown",55.198,118
"1852","Ocean 1998","2195","unknown",54.775,118
"1862","Ocean 1998","2195","unknown",54.663,118
"1873","Ocean 1998","2212","unknown",35.3841,117
"1882","Ocean 1998","2212","unknown",35.5609,117
"1892","Ocean 1998","2214","unknown",41.235,117
"1902","Ocean 1998","2215","unknown",40.721,117
"1912","Ocean 1998","2216","unknown",40.576,117
"1922","Ocean 1998","2217","unknown",39.536,117
"1933","Ocean 1998","2218","unknown",39.891,117
"1942","Ocean 1998","2219","unknown",39.101,117
"1952","Ocean 1998","2220","unknown",39.346,117
"1962","Ocean 1998","2231","unknown",41.624,117
"1972","Ocean 1998","2233","unknown",41.144,117
"1982","Ocean 1998","2233","unknown",41.14,117
"1991","Ocean 1998","2233","unknown",41.143,117
"2002","Ocean 1998","2239","unknown",40.924,117
"2013","Ocean 1998","2239","unknown",40.942,117
"2021","Ocean 1998","2239","unknown",40.941,117
"2033","Ocean 1998","2239","unknown",40.914,117
"2042","Ocean 1998","2239","unknown",40.943,117
"2052","Ocean 1998","2239","unknown",40.947,117
"2062","Ocean 1998","2241","unknown",40.191,117
"2072","Ocean 1998","2241","unknown",40.225,117
"2082","Ocean 1998","2241","unknown",40.218,117
"2092","Ocean 1998","2242","unknown",39.864,117
"2104","Ocean 1998","2242","unknown",39.859,117
"2113","Ocean 1998","2242","unknown",39.857,117
"2123","Ocean 1998","2242","unknown",39.851,117
"2133","Ocean 1998","2243","unknown",39.874,117
"2143","Ocean 1998","2244","unknown",39.579,117
"2152","Ocean 1998","2244","unknown",39.584,117
"2162","Ocean 1998","2244","unknown",39.56,117
"2173","Ocean 1998","2244","unknown",39.553,117
"2181","Ocean 1998","2249","unknown",37.428,117
"2192","Ocean 1998","2256","unknown",40.656,117
"2202","Ocean 1998","2256","unknown",40.638,117
"2213","Ocean 1998","2258","unknown",40.596,117
"2223","Ocean 1998","2262","unknown",39.046,117
"2232","Ocean 1998","2273","unknown",7.848,119
"2243","Ocean 1998","2276","unknown",7.458,119
"2252","Ocean 1998","2279","unknown",30.951,117
"2262","Ocean 1998","2279","unknown",30.692,117
"2273","Ocean 1998","2309","unknown",4.273,119
"2282","Ocean 1998","2314","unknown",1.706,118
"2293","Ocean 1998","2317","unknown",46.131,117
"2301","Ocean 1998","2318","unknown",43.51,118
"2313","Ocean 1998","2318","unknown",43.472,118
"2322","Ocean 1998","2321","unknown",43.756,118
"2332","Ocean 1998","2323","unknown",12.456,117
"2342","Ocean 1998","2323","unknown",12.291,117
"2352","Ocean 1998","2326","unknown",37.3928,117
"2362","Ocean 1998","2326","unknown",37.3522,117
"2371","Ocean 1998","2326","unknown",37.3325,117
"2381","Ocean 1998","2328","unknown",13.357,119
"2392","Ocean 1998","2332","unknown",12.483,117
"2402","Ocean 1998","2332","unknown",12.617,117
"2413","Ocean 1998","2334","unknown",33.114,117
"2423","Ocean 1998","2335","unknown",32.632,117
"2431","Ocean 1998","2338","unknown",16.795,119
"2441","Ocean 1998","2349","unknown",53.604,117
"2453","Ocean 1998","2350","unknown",53.282,117
"2461","Ocean 1998","2350","unknown",53.317,117
"2472","Ocean 1998","2351","unknown",49.139,117
"2482","Ocean 1998","2352","unknown",32.472,117
"2492","Ocean 1998","2353","unknown",33.029,117
"2502","Ocean 1998","2361","unknown",23.93,119
"2513","Ocean 1998","2363","unknown",21.227,119
"2523","Ocean 1998","2377","unknown",2.322,118
"2531","Ocean 1998","2379","unknown",1.031,118
"2542","Ocean 1998","2385","unknown",54.498,118
"2551","Ocean 1998","2390","unknown",41.687,118
"2562","Ocean 1998","2391","unknown",42.6,118
"2572","Ocean 1998","2391","unknown",42.606,118
"2582","Ocean 1998","2392","unknown",42.35,118
"2592","Ocean 1998","2392","unknown",42.38,118
"2603","Ocean 1998","2392","unknown",42.376,118
"2613","Ocean 1998","2393","unknown",41.089,118
"2623","Ocean 1998","2395","unknown",40.499,118
"2632","Ocean 1998","2396","unknown",38.86,118
"2642","Ocean 1998","2396","unknown",38.854,118
"2653","Ocean 1998","2397","unknown",38.968,118
"2661","Ocean 1998","2404","unknown",25.248,117
"2673","Ocean 1998","2411","unknown",44.984,117
"2681","Ocean 1998","2412","unknown",43.13,117
"2692","Ocean 1998","2413","unknown",41.262,117
"2701","Ocean 1998","2414","unknown",40.561,117
"2713","Ocean 1998","2415","unknown",39.546,117
"2721","Ocean 1998","2416","unknown",39.67,117
"2732","Ocean 1998","2417","unknown",37.416,117
"2742","Ocean 1998","2417","unknown",37.508,117
"2752","Ocean 1998","2418","unknown",35.661,117
"276","Ocean 1998","2418","unknown",35.582,117
"2772","Ocean 1998","2419","unknown",35.332,117
"278","Ocean 1998","2420","unknown",45.841,118
"2792","Ocean 1998","2420","unknown",45.856,118
"2802","Ocean 1998","2430","unknown",46.288,118
"281","Ocean 1998","2430","unknown",46.297,118
"282","Ocean 1998","2435","unknown",42.717,117
"2832","Ocean 1998","2435","unknown",42.655,117
"284","Ocean 1998","2436","unknown",42.922,117
"285","Ocean 1998","2436","unknown",42.984,117
"286","Ocean 1998","2450","unknown",45.526,118
"287","Ocean 1998","2450","unknown",45.551,118
"288","Ocean 1998","2452","unknown",44.154,118
"2891","Ocean 1998","2452","unknown",44.028,118
"290","Ocean 1998","2453","unknown",37.6953,117
"2913","Ocean 1998","2461","unknown",36.591,117
"292","Ocean 1998","2461","unknown",36.687,117
"293","Ocean 1998","2462","unknown",35.808,117
"294","Ocean 1998","2475","unknown",2.733,119
"2951","Ocean 1998","2482","unknown",53.649,120
"2961","Ocean 1998","2494","unknown",47.459,120
"297","Ocean 1998","2494","unknown",47.57,120
"298","Ocean 1998","2494","unknown",47.502,120
"299","Ocean 1998","2497","unknown",46.997,119
"3002","Ocean 1998","2501","unknown",39.06,119
"3012","Ocean 1998","2504","unknown",39.472,119
"302","Ocean 1998","2508","unknown",55.087,120
"303","Ocean 1998","2510","unknown",0.199,119
"304","Ocean 1998","2511","unknown",30.576,119
"3052","Ocean 1998","2515","unknown",4.739,119
"306","Ocean 1998","2517","unknown",1.212,119
"307","Ocean 1998","2521","unknown",56.645,119
"308","Ocean 1998","2522","unknown",3.6,119
"309","Ocean 1998","2523","unknown",28.366,119
"3103","Ocean 1998","2530","unknown",32.695,119
"311","Ocean 1998","2554","unknown",34.769,118
"3121","Ocean 1998","2555","unknown",34.448,117
"313","Ocean 1998","2556","unknown",41.341,117
"314","Ocean 1998","2557","unknown",14.817,119
"315","Ocean 1998","2557","unknown",14.738,119
"316","Ocean 1998","2560","unknown",43.509,118
"3172","Ocean 1998","2565","unknown",43.075,118
"3181","Ocean 1998","2566","unknown",45.352,118
"319","Ocean 1998","2566","unknown",45.328,118
"320","Ocean 1998","2571","unknown",43.155,117
"3213","Ocean 1998","2573","unknown",42.387,117
"322","Ocean 1998","2586","unknown",12.751,117
"323","Ocean 1998","2586","unknown",12.695,117
"324","Ocean 1998","2603","unknown",44.888,118
"325","Ocean 1998","2604","unknown",44.505,118
"326","Ocean 1998","2604","unknown",44.525,118
"3272","Ocean 1998","2611","unknown",57.226,118
"328","Ocean 2008",NA,"Bay",32.6302,-117.12151
"329","Ocean 2008",NA,"Bay",32.65852,-117.14456
"3301","Ocean 2008",NA,"Bay",32.66595,-117.15066
"3313","Ocean 2008",NA,"Bay",32.6701,-117.13652
"332","Ocean 2008",NA,"Bay",32.67587,-117.1442
"333","Ocean 2008",NA,"Bay",32.70071,-117.22722
"334","Ocean 2008",NA,"Bay",32.70261,-117.17862
"335","Ocean 2008",NA,"Bay",32.71516,-117.18307
"3362","Ocean 2008",NA,"Bay",32.72448,-117.18217
"337","Ocean 2008",NA,"Bay",32.75793,-117.2531
"338","Ocean 2008",NA,"Bay",32.76822,-117.24111
"339","Ocean 2008",NA,"Bay",32.78494,-117.21399
"340","Ocean 2008",NA,"Bay",33.71251,-118.25888
"3411","Ocean 2008",NA,"Bay",33.71388,-118.24028
"3421","Ocean 2008",NA,"Bay",33.72515,-118.22315
"3431","Ocean 2008",NA,"Bay",33.74261,-118.15353
"344","Ocean 2008",NA,"Bay",33.74415,-118.16935
"345","Ocean 2008",NA,"Bay",33.75856,-118.16213
"346","Ocean 2008",NA,"Bay",32.62969,-117.11254
"3472","Ocean 2008",NA,"Inner Shelf",32.53424,-117.14128
"3482","Ocean 2008",NA,"Mid Shelf",32.54858,-117.19901
"3491","Ocean 2008",NA,"Outer Shelf",32.58213,-117.3402
"350","Ocean 2008",NA,"Mid Shelf",32.58818,-117.26353
"351","Ocean 2008",NA,"Outer Shelf",32.597,-117.35071
"3521","Ocean 2008",NA,"Mid Shelf",32.60452,-117.27651
"353","Ocean 2008",NA,"Inner Shelf",32.61055,-117.17513
"354","Ocean 2008",NA,"Inner Shelf",32.61847,-117.14098
"355","Ocean 2008",NA,"Outer Shelf",32.6328,-117.361
"356","Ocean 2008",NA,"Outer Shelf",32.64041,-117.34008
"3572","Ocean 2008",NA,"Inner Shelf",32.66249,-117.20086
"358","Ocean 2008",NA,"Upper Slope",32.6937,-117.39646
"359","Ocean 2008",NA,"Mid Shelf",32.71064,-117.30983
"360","Ocean 2008",NA,"Upper Slope",32.71015,-117.38807
"361","Ocean 2008",NA,"Outer Shelf",32.75217,-117.37312
"362","Ocean 2008",NA,"Inner Shelf",32.79265,-117.26409
"3631","Ocean 2008",NA,"Mid Shelf",32.80606,-117.34445
"364","Ocean 2008",NA,"Outer Shelf",32.82372,-117.36674
"365","Ocean 2008",NA,"Outer Shelf",32.84685,-117.35547
"3661","Ocean 2008",NA,"Mid Shelf",33.08367,-117.348
"3671","Ocean 2008",NA,"Upper Slope",33.09145,-117.41614
"3681","Ocean 2008",NA,"Mid Shelf",33.10133,-117.35917
"3691","Ocean 2008",NA,"Mid Shelf",33.15166,-117.38071
"370","Ocean 2008",NA,"Outer Shelf",33.2175,-117.50917
"371","Ocean 2008",NA,"Outer Shelf",33.26191,-117.56321
"372","Ocean 2008",NA,"Mid Shelf",33.2633,-117.53155
"373","Ocean 2008",NA,"Mid Shelf",33.26778,-117.56121
"374","Ocean 2008",NA,"Upper Slope",33.31625,-117.63922
"375","Ocean 2008",NA,"Mid Shelf",33.40597,-117.67833
"3761","Ocean 2008",NA,"Upper Slope",33.42052,-118.02104
"377","Ocean 2008",NA,"Upper Slope",33.4292,-117.7437
"378","Ocean 2008",NA,"Inner Shelf",33.432,-117.67967
"3791","Ocean 2008",NA,"Inner Shelf",33.45546,-117.69261
"380","Ocean 2008",NA,"Upper Slope",33.47544,-118.10056
"3812","Ocean 2008",NA,"Inner Shelf",33.49728,-117.75126
"382","Ocean 2008",NA,"Inner Shelf",33.51961,-117.76865
"383","Ocean 2008",NA,"Upper Slope",33.53653,-117.84718
"3841","Ocean 2008",NA,"Upper Slope",33.5475,-117.85169
"385","Ocean 2008",NA,"Upper Slope",33.55046,-118.10328
"386","Ocean 2008",NA,"Mid Shelf",33.58044,-118.13863
"387","Ocean 2008",NA,"Mid Shelf",33.60071,-118.05458
"388","Ocean 2008",NA,"Mid Shelf",33.62111,-118.19737
"389","Ocean 2008",NA,"Inner Shelf",33.62776,-117.98706
"3901","Ocean 2008",NA,"Mid Shelf",33.63953,-118.1687
"391","Ocean 2008",NA,"Inner Shelf",33.64434,-118.08121
"392","Ocean 2008",NA,"Mid Shelf",33.64779,-118.15125
"393","Ocean 2008",NA,"Inner Shelf",33.66,-118.13515
"394","Ocean 2008",NA,"Inner Shelf",33.67594,-118.16692
"395","Ocean 2008",NA,"Inner Shelf",33.68046,-118.14475
"3961","Ocean 2008",NA,"Inner Shelf",33.68213,-118.19619
"397","Ocean 2008",NA,"Upper Slope",33.69263,-118.34435
"398","Ocean 2008",NA,"Inner Shelf",33.69643,-118.30053
"399","Ocean 2008",NA,"Inner Shelf",33.70161,-118.30327
"400","Ocean 2008",NA,"Inner Shelf",33.73183,-118.11857
"401","Ocean 2008",NA,"Outer Shelf",33.76491,-118.45903
"402","Ocean 2008",NA,"Mid Shelf",33.83736,-118.47055
"403","Ocean 2008",NA,"Mid Shelf",33.84558,-118.4636
"404","Ocean 2008",NA,"Mid Shelf",33.85873,-118.44465
"405","Ocean 2008",NA,"Upper Slope",33.89988,-118.65716
"406","Ocean 2008",NA,"Mid Shelf",33.92661,-118.48145
"407","Ocean 2008",NA,"Mid Shelf",33.92673,-118.48156
"408","Ocean 2008",NA,"Mid Shelf",33.93563,-118.54011
"409","Ocean 2008",NA,"Mid Shelf",33.93915,-118.55843
"4101","Ocean 2008",NA,"Mid Shelf",33.94468,-118.51988
"4113","Ocean 2008",NA,"Outer Shelf",33.95591,-118.59201
"412","Ocean 2008",NA,"Inner Shelf",33.96411,-118.47733
"413","Ocean 2008",NA,"Outer Shelf",33.96653,-118.64488
"414","Ocean 2008",NA,"Upper Slope",33.96991,-118.72636
"415","Ocean 2008",NA,"Mid Shelf",34.00383,-118.91933
"416","Ocean 2008",NA,"Mid Shelf",34.01217,-119.02283
"417","Ocean 2008",NA,"Inner Shelf",34.02421,-118.59621
"418","Ocean 2008",NA,"Inner Shelf",34.03589,-118.91923
"419","Ocean 2008",NA,"Upper Slope",34.0385,-119.19654
"420","Ocean 2008",NA,"Upper Slope",34.04318,-119.05776
"4213","Ocean 2008",NA,"Outer Shelf",34.05485,-119.06544
"422","Ocean 2008",NA,"Mid Shelf",34.06965,-119.20385
"423","Ocean 2008",NA,"Mid Shelf",34.07194,-119.14054
"424","Ocean 2008",NA,"Inner Shelf",34.08045,-119.06168
"425","Ocean 2008",NA,"Inner Shelf",34.10131,-119.1511
"426","Ocean 2008",NA,"Outer Shelf",34.10572,-119.31562
"427","Ocean 2008",NA,"Upper Slope",34.11827,-119.6356
"428","Ocean 2008",NA,"Outer Shelf",34.12244,-119.33053
"429","Ocean 2008",NA,"Inner Shelf",34.12553,-119.19456
"430","Ocean 2008",NA,"Outer Shelf",34.13188,-119.36334
"431","Ocean 2008",NA,"Outer Shelf",34.13285,-119.37902
"432","Ocean 2008",NA,"Mid Shelf",34.13777,-119.34427
"433","Ocean 2008",NA,"Upper Slope",34.14425,-120.18033
"434","Ocean 2008",NA,"Upper Slope",34.14665,-119.77117
"435","Ocean 2008",NA,"Upper Slope",34.15183,-119.8038
"436","Ocean 2008",NA,"Upper Slope",34.1592,-119.8308
"437","Ocean 2008",NA,"Upper Slope",34.15872,-120.3213
"438","Ocean 2008",NA,"Upper Slope",34.1625,-119.67216
"439","Ocean 2008",NA,"Upper Slope",34.16863,-119.53905
"440","Ocean 2008",NA,"Inner Shelf",34.18221,-119.34955
"441","Ocean 2008",NA,"Upper Slope",34.1855,-120.35517
"442","Ocean 2008",NA,"Upper Slope",34.19957,-120.42123
"443","Ocean 2008",NA,"Outer Shelf",34.20926,-119.56955
"444","Ocean 2008",NA,"Outer Shelf",34.21581,-119.5946
"445","Ocean 2008",NA,"Inner Shelf",34.21966,-119.35507
"446","Ocean 2008",NA,"Upper Slope",34.252,-119.733
"447","Ocean 2008",NA,"Upper Slope",34.2827,-119.72323
"448","Ocean 2008",NA,"Upper Slope",34.28595,-120.28316
"449","Ocean 2008",NA,"Upper Slope",34.29813,-120.46058
"450","Ocean 2008",NA,"Mid Shelf",34.28746,-119.4378
"4512","Ocean 2008",NA,"Upper Slope",34.30943,-120.23666
"452","Ocean 2008",NA,"Upper Slope",34.31421,-119.88585
"453","Ocean 2008",NA,"Outer Shelf",34.31853,-119.73
"454","Ocean 2008",NA,"Mid Shelf",34.34565,-119.55511
"455","Ocean 2008",NA,"Upper Slope",34.34775,-120.37401
"456","Ocean 2008",NA,"Mid Shelf",34.35903,-119.5809
"457","Ocean 2008",NA,"Upper Slope",34.36311,-120.0125
"458","Ocean 2008",NA,"Inner Shelf",34.3607,-119.45608
"459","Ocean 2008",NA,"Inner Shelf",34.39683,-119.65755
"460","Ocean 2008",NA,"Outer Shelf",34.39693,-120.06476
"461","Ocean 2008",NA,"Inner Shelf",34.39833,-119.86178
"462","Ocean 2008",NA,"Inner Shelf",34.4008,-119.82895
"463","Ocean 2008",NA,"Inner Shelf",34.40408,-119.80896
"464","Ocean 2008",NA,"Outer Shelf",34.40823,-120.3143
"465","Ocean 2008",NA,"Outer Shelf",34.4127,-120.21621
"466","Ocean 2008",NA,"Inner Shelf",34.43495,-120.3805
"467","Ocean 2008",NA,"Mid Shelf",34.43886,-120.28425
"11001","Ocean 2013","B13-8017","Bay",32.629511,-117.129983
"3100","Ocean 2013","B13-8020","Bay",32.641114,-117.13285
"468","Ocean 2013","B13-8029","Bay",32.646418,-117.120747
"610","Ocean 2013","B13-8052","Bay",32.658322,-117.145958
"710","Ocean 2013","B13-8058","Bay",32.662371,-117.144215
"9101","Ocean 2013","B13-8060","Bay",32.666203,-117.15078
"1110","Ocean 2013","B13-8078","Bay",32.687333,-117.149056
"13101","Ocean 2013","B13-8109","Bay",32.716287,-117.184571
"1410","Ocean 2013","B13-8118","Bay",32.719619,-117.177377
"15101","Ocean 2013","B13-8122","Bay",32.72462,-117.181506
"16101","Ocean 2013","B13-8159","Bay",32.784714,-117.214572
"18101","Ocean 2013","B13-8304","Bay",33.713467,-118.240567
"20101","Ocean 2013","B13-8315","Bay",33.72482,-118.15007
"2410","Ocean 2013","B13-8318","Bay",33.724583,-118.2242
"2610","Ocean 2013","B13-8319","Bay",33.72512,-118.13491
"2710","Ocean 2013","B13-8322","Bay",33.72805,-118.211833
"2810","Ocean 2013","B13-8323","Bay",33.728083,-118.20625
"2910","Ocean 2013","B13-8325","Bay",33.72843,-118.15888
"3210","Ocean 2013","B13-8335","Bay",33.731133,-118.202667
"3510","Ocean 2013","B13-8346","Bay",33.73877,-118.14476
"3610","Ocean 2013","B13-8350","Bay",33.74035,-118.17345
"4010","Ocean 2013","B13-8351","Bay",33.74017,-118.15825
"4110","Ocean 2013","B13-8355","Bay",33.74225,-118.15333
"4210","Ocean 2013","B13-8358","Bay",33.74418,-118.16955
"4310","Ocean 2013","B13-8375","Bay",33.75239,-118.17693
"4410","Ocean 2013","B13-8388","Bay",33.75956,-118.16387
"481","Ocean 2013","B13-9005","Inner Shelf",32.53497,-117.1535
"511","Ocean 2013","B13-9006","MPA",32.5487,-117.14034
"551","Ocean 2013","B13-9007","Mid Shelf",32.54949,-117.1991
"561","Ocean 2013","B13-9008","MPA",32.55008,-117.1494
"571","Ocean 2013","B13-9011","Outer Shelf",32.58434,-117.33803
"5811","Ocean 2013","B13-9012","Mid Shelf",32.58634,-117.26284
"651","Ocean 2013","B13-9013","Outer Shelf",32.59408,-117.34748
"6611","Ocean 2013","B13-9014","Outer Shelf",32.59538,-117.32856
"6911","Ocean 2013","B13-9023","Upper Slope",32.66833,-117.41972
"721","Ocean 2013","B13-9026","Upper Slope",32.69393,-117.39587
"731","Ocean 2013","B13-9034","Mid Shelf",32.73907,-117.31494
"7411","Ocean 2013","B13-9035","Upper Slope",32.73972,-117.42619
"771","Ocean 2013","B13-9037","Mid Shelf",32.76238,-117.31976
"7911","Ocean 2013","B13-9040","Inner Shelf",32.78069,-117.26913
"821","Ocean 2013","B13-9051","Upper Slope",32.81732,-117.3695
"831","Ocean 2013","B13-9052","MPA",32.82126,-117.34166
"851","Ocean 2013","B13-9053","Outer Shelf",32.82313,-117.36676
"861","Ocean 2013","B13-9056","Outer Shelf",32.83104,-117.35956
"891","Ocean 2013","B13-9073","Outer Shelf",32.90917,-117.29504
"9211","Ocean 2013","B13-9091","MPA",33.01512,-117.33945
"931","Ocean 2013","B13-9092","MPA",33.02296,-117.3342
"971","Ocean 2013","B13-9094","MPA",33.03266,-117.3167
"1001","Ocean 2013","B13-9100","Outer Shelf",33.06689,-117.36712
"10111","Ocean 2013","B13-9104","Mid Shelf",33.08075,-117.34234
"1041","Ocean 2013","B13-9105","Mid Shelf",33.08887,-117.35115
