,tag,station,stratum,latitude,longitude
975,Ocean 1994,PSCFT04740,unknown,34.29333333,-119.5111667
1093,Ocean 1994,POCFT13060,unknown,33.66471667,-118.0456667
1106,Ocean 1994,POCFT14060,unknown,33.60168333,-118.0427167
1119,Ocean 1994,POCFT13480,unknown,33.63353333,-118.01065
1123,Ocean 1994,POCFT14150,unknown,33.59715,-118.0091167
1133,Ocean 1994,POCFT14260,unknown,33.59133333,-118.0445333
1145,Ocean 1994,POCFT15710,unknown,33.30775,-117.6161333
1153,Ocean 1994,POCFT15850,unknown,33.29203333,-117.5745167
1163,Ocean 1994,POCFT16500,unknown,33.17901667,-117.3963667
1173,Ocean 1994,POCFT16670,unknown,33.13723333,-117.3716333
1193,Ocean 1994,POCFT14170,unknown,33.59755,-117.9629
1225,Ocean 1994,POCFT15500,unknown,33.35438333,-117.5781667
1265,Ocean 1994,PSDFT18330,unknown,32.68616667,-117.3195
1285,Ocean 1994,PSDFT18390,unknown,32.67333333,-117.2733333
1343,Ocean 1994,PHYFT09430,unknown,34.0065,-118.5848333
1353,Ocean 1994,PHYFT09930,unknown,33.9865,-118.5823333
1365,Ocean 1994,PHYFT10280,unknown,33.959,-118.5821667
1375,Ocean 1994,PHYFT10460,unknown,33.94083333,-118.4583333
1385,Ocean 1994,PHYFT10490,unknown,33.93816667,-118.5323333
1393,Ocean 1994,PHYFT10520,unknown,33.93083333,-118.5913333
1403,Ocean 1994,PHYFT10720,unknown,33.92416667,-118.548
1712,Ocean 1998,2075,unknown,22.491,-22.491
2152,Ocean 1998,2077,unknown,23.748,-23.748
312,Ocean 1998,2077,unknown,23.592,-23.592
4101,Ocean 1998,2078,unknown,21.632,-21.632
5101,Ocean 1998,2079,unknown,22.909,-22.909
610,Ocean 1998,2086,unknown,18.544,-18.544
710,Ocean 1998,2089,unknown,17.794,-17.794
8101,Ocean 1998,2092,unknown,18.15,-18.15
9101,Ocean 1998,2096,unknown,15.975,-15.975
1010,Ocean 1998,2104,unknown,14.606,-14.606
1110,Ocean 1998,2106,unknown,13.583,-13.583
1210,Ocean 1998,2109,unknown,13.043,-13.043
13101,Ocean 1998,2116,unknown,58.873,-58.873
1410,Ocean 1998,2116,unknown,58.888,-58.888
15101,Ocean 1998,2118,unknown,49.822,-49.822
16101,Ocean 1998,2119,unknown,34.807,-34.807
1721,Ocean 1998,2120,unknown,32.505,-32.505
1812,Ocean 1998,2155,unknown,44.614,-44.614
1912,Ocean 1998,2158,unknown,43.665,-43.665
2012,Ocean 1998,2162,unknown,42.86,-42.86
2162,Ocean 1998,2162,unknown,42.828,-42.828
2213,Ocean 1998,2174,unknown,44.122,-44.122
2321,Ocean 1998,2186,unknown,43.902,-43.902
2412,Ocean 1998,2186,unknown,43.877,-43.877
2513,Ocean 1998,2192,unknown,56.719,-56.719
2612,Ocean 1998,2194,unknown,55.198,-55.198
2721,Ocean 1998,2195,unknown,54.775,-54.775
284,Ocean 1998,2195,unknown,54.663,-54.663
2911,Ocean 1998,2212,unknown,35.3841,-35.3841
3011,Ocean 1998,2212,unknown,35.5609,-35.5609
313,Ocean 1998,2214,unknown,41.235,-41.235
3231,Ocean 1998,2215,unknown,40.721,-40.721
333,Ocean 1998,2216,unknown,40.576,-40.576
3411,Ocean 1998,2217,unknown,39.536,-39.536
352,Ocean 1998,2218,unknown,39.891,-39.891
361,Ocean 1998,2219,unknown,39.101,-39.101
371,Ocean 1998,2220,unknown,39.346,-39.346
3811,Ocean 1998,2231,unknown,41.624,-41.624
391,Ocean 1998,2233,unknown,41.144,-41.144
401,Ocean 1998,2233,unknown,41.14,-41.14
4111,Ocean 1998,2233,unknown,41.143,-41.143
4211,Ocean 1998,2239,unknown,40.924,-40.924
431,Ocean 1998,2239,unknown,40.942,-40.942
441,Ocean 1998,2239,unknown,40.941,-40.941
4511,Ocean 1998,2239,unknown,40.914,-40.914
461,Ocean 1998,2239,unknown,40.943,-40.943
4711,Ocean 1998,2239,unknown,40.947,-40.947
481,Ocean 1998,2241,unknown,40.191,-40.191
4911,Ocean 1998,2241,unknown,40.225,-40.225
501,Ocean 1998,2241,unknown,40.218,-40.218
511,Ocean 1998,2242,unknown,39.864,-39.864
5211,Ocean 1998,2242,unknown,39.859,-39.859
531,Ocean 1998,2242,unknown,39.857,-39.857
5411,Ocean 1998,2242,unknown,39.851,-39.851
551,Ocean 1998,2243,unknown,39.874,-39.874
561,Ocean 1998,2244,unknown,39.579,-39.579
571,Ocean 1998,2244,unknown,39.584,-39.584
5811,Ocean 1998,2244,unknown,39.56,-39.56
591,Ocean 1998,2244,unknown,39.553,-39.553
601,Ocean 1998,2249,unknown,37.428,-37.428
611,Ocean 1998,2256,unknown,40.656,-40.656
6211,Ocean 1998,2256,unknown,40.638,-40.638
6311,Ocean 1998,2258,unknown,40.596,-40.596
641,Ocean 1998,2262,unknown,39.046,-39.046
651,Ocean 1998,2273,unknown,7.848,-7.848
6611,Ocean 1998,2276,unknown,7.458,-7.458
671,Ocean 1998,2279,unknown,30.951,-30.951
681,Ocean 1998,2279,unknown,30.692,-30.692
6911,Ocean 1998,2309,unknown,4.273,-4.273
7011,Ocean 1998,2314,unknown,1.706,-1.706
711,Ocean 1998,2317,unknown,46.131,-46.131
721,Ocean 1998,2318,unknown,43.51,-43.51
731,Ocean 1998,2318,unknown,43.472,-43.472
7411,Ocean 1998,2321,unknown,43.756,-43.756
751,Ocean 1998,2323,unknown,12.456,-12.456
761,Ocean 1998,2323,unknown,12.291,-12.291
771,Ocean 1998,2326,unknown,37.3928,-37.3928
781,Ocean 1998,2326,unknown,37.3522,-37.3522
7911,Ocean 1998,2326,unknown,37.3325,-37.3325
801,Ocean 1998,2328,unknown,13.357,-13.357
811,Ocean 1998,2332,unknown,12.483,-12.483
821,Ocean 1998,2332,unknown,12.617,-12.617
831,Ocean 1998,2334,unknown,33.114,-33.114
8411,Ocean 1998,2335,unknown,32.632,-32.632
851,Ocean 1998,2338,unknown,16.795,-16.795
861,Ocean 1998,2349,unknown,53.604,-53.604
871,Ocean 1998,2350,unknown,53.282,-53.282
881,Ocean 1998,2350,unknown,53.317,-53.317
891,Ocean 1998,2351,unknown,49.139,-49.139
901,Ocean 1998,2352,unknown,32.472,-32.472
911,Ocean 1998,2353,unknown,33.029,-33.029
9211,Ocean 1998,2361,unknown,23.93,-23.93
934,Ocean 1998,2363,unknown,21.227,-21.227
942,Ocean 1998,2377,unknown,2.322,-2.322
952,Ocean 1998,2379,unknown,1.031,-1.031
962,Ocean 1998,2385,unknown,54.498,-54.498
971,Ocean 1998,2390,unknown,41.687,-41.687
982,Ocean 1998,2391,unknown,42.6,-42.6
992,Ocean 1998,2391,unknown,42.606,-42.606
1004,Ocean 1998,2392,unknown,42.35,-42.35
1016,Ocean 1998,2392,unknown,42.38,-42.38
1022,Ocean 1998,2392,unknown,42.376,-42.376
1032,Ocean 1998,2393,unknown,41.089,-41.089
1044,Ocean 1998,2395,unknown,40.499,-40.499
1054,Ocean 1998,2396,unknown,38.86,-38.86
1062,Ocean 1998,2396,unknown,38.854,-38.854
1072,Ocean 1998,2397,unknown,38.968,-38.968
1082,Ocean 1998,2404,unknown,25.248,-25.248
1091,Ocean 1998,2411,unknown,44.984,-44.984
11011,Ocean 1998,2412,unknown,43.13,-43.13
1111,Ocean 1998,2413,unknown,41.262,-41.262
1121,Ocean 1998,2414,unknown,40.561,-40.561
11311,Ocean 1998,2415,unknown,39.546,-39.546
11411,Ocean 1998,2416,unknown,39.67,-39.67
1151,Ocean 1998,2417,unknown,37.416,-37.416
1161,Ocean 1998,2417,unknown,37.508,-37.508
1171,Ocean 1998,2418,unknown,35.661,-35.661
1182,Ocean 1998,2418,unknown,35.582,-35.582
11911,Ocean 1998,2419,unknown,35.332,-35.332
1204,Ocean 1998,2420,unknown,45.841,-45.841
1216,Ocean 1998,2420,unknown,45.856,-45.856
1221,Ocean 1998,2430,unknown,46.288,-46.288
1232,Ocean 1998,2430,unknown,46.297,-46.297
1244,Ocean 1998,2435,unknown,42.717,-42.717
1252,Ocean 1998,2435,unknown,42.655,-42.655
1261,Ocean 1998,2436,unknown,42.922,-42.922
1272,Ocean 1998,2436,unknown,42.984,-42.984
12811,Ocean 1998,2450,unknown,45.526,-45.526
1292,Ocean 1998,2450,unknown,45.551,-45.551
1304,Ocean 1998,2452,unknown,44.154,-44.154
1316,Ocean 1998,2452,unknown,44.028,-44.028
1322,Ocean 1998,2453,unknown,37.6953,-37.6953
1334,Ocean 1998,2461,unknown,36.591,-36.591
1341,Ocean 1998,2461,unknown,36.687,-36.687
1351,Ocean 1998,2462,unknown,35.808,-35.808
1361,Ocean 1998,2475,unknown,2.733,-2.733
13711,Ocean 1998,2482,unknown,53.649,-53.649
1381,Ocean 1998,2494,unknown,47.459,-47.459
13911,Ocean 1998,2494,unknown,47.57,-47.57
1401,Ocean 1998,2494,unknown,47.502,-47.502
1415,Ocean 1998,2497,unknown,46.997,-46.997
1421,Ocean 1998,2501,unknown,39.06,-39.06
1433,Ocean 1998,2504,unknown,39.472,-39.472
1442,Ocean 1998,2508,unknown,55.087,-55.087
1451,Ocean 1998,2510,unknown,0.199,-0.199
1463,Ocean 1998,2511,unknown,30.576,-30.576
1471,Ocean 1998,2515,unknown,4.739,-4.739
1483,Ocean 1998,2517,unknown,1.212,-1.212
1491,Ocean 1998,2521,unknown,56.645,-56.645
1502,Ocean 1998,2522,unknown,3.6,-3.6
1515,Ocean 1998,2523,unknown,28.366,-28.366
1523,Ocean 1998,2530,unknown,32.695,-32.695
1531,Ocean 1998,2554,unknown,34.769,-34.769
1541,Ocean 1998,2555,unknown,34.448,-34.448
1553,Ocean 1998,2556,unknown,41.341,-41.341
1561,Ocean 1998,2557,unknown,14.817,-14.817
1571,Ocean 1998,2557,unknown,14.738,-14.738
1581,Ocean 1998,2560,unknown,43.509,-43.509
1591,Ocean 1998,2565,unknown,43.075,-43.075
1602,Ocean 1998,2566,unknown,45.352,-45.352
1617,Ocean 1998,2566,unknown,45.328,-45.328
1621,Ocean 1998,2571,unknown,43.155,-43.155
1633,Ocean 1998,2573,unknown,42.387,-42.387
1643,Ocean 1998,2586,unknown,12.751,-12.751
1653,Ocean 1998,2586,unknown,12.695,-12.695
1663,Ocean 1998,2603,unknown,44.888,-44.888
1672,Ocean 1998,2604,unknown,44.505,-44.505
1681,Ocean 1998,2604,unknown,44.525,-44.525
1693,Ocean 1998,2611,unknown,57.226,-57.226
1742,Ocean 2008,NA,Bay,32.6302,-117.12151
2181,Ocean 2008,NA,Bay,32.65852,-117.14456
318,Ocean 2008,NA,Bay,32.66595,-117.15066
412,Ocean 2008,NA,Bay,32.6701,-117.13652
512,Ocean 2008,NA,Bay,32.67587,-117.1442
612,Ocean 2008,NA,Bay,32.70071,-117.22722
712,Ocean 2008,NA,Bay,32.70261,-117.17862
812,Ocean 2008,NA,Bay,32.71516,-117.18307
912,Ocean 2008,NA,Bay,32.72448,-117.18217
10111,Ocean 2008,NA,Bay,32.75793,-117.2531
1112,Ocean 2008,NA,Bay,32.76822,-117.24111
12111,Ocean 2008,NA,Bay,32.78494,-117.21399
1311,Ocean 2008,NA,Bay,33.71251,-118.25888
1411,Ocean 2008,NA,Bay,33.71388,-118.24028
1511,Ocean 2008,NA,Bay,33.72515,-118.22315
16111,Ocean 2008,NA,Bay,33.74261,-118.15353
1751,Ocean 2008,NA,Bay,33.74415,-118.16935
1822,Ocean 2008,NA,Bay,33.75856,-118.16213
1921,Ocean 2008,NA,Bay,32.62969,-117.11254
2021,Ocean 2008,NA,Inner Shelf,32.53424,-117.14128
2192,Ocean 2008,NA,Mid Shelf,32.54858,-117.19901
2232,Ocean 2008,NA,Outer Shelf,32.58213,-117.3402
2351,Ocean 2008,NA,Mid Shelf,32.58818,-117.26353
2431,Ocean 2008,NA,Outer Shelf,32.597,-117.35071
2531,Ocean 2008,NA,Mid Shelf,32.60452,-117.27651
2631,Ocean 2008,NA,Inner Shelf,32.61055,-117.17513
278,Ocean 2008,NA,Inner Shelf,32.61847,-117.14098
286,Ocean 2008,NA,Outer Shelf,32.6328,-117.361
292,Ocean 2008,NA,Outer Shelf,32.64041,-117.34008
307,Ocean 2008,NA,Inner Shelf,32.66249,-117.20086
3110,Ocean 2008,NA,Upper Slope,32.6937,-117.39646
326,Ocean 2008,NA,Mid Shelf,32.71064,-117.30983
337,Ocean 2008,NA,Upper Slope,32.71015,-117.38807
342,Ocean 2008,NA,Outer Shelf,32.75217,-117.37312
353,Ocean 2008,NA,Inner Shelf,32.79265,-117.26409
362,Ocean 2008,NA,Mid Shelf,32.80606,-117.34445
372,Ocean 2008,NA,Outer Shelf,32.82372,-117.36674
382,Ocean 2008,NA,Outer Shelf,32.84685,-117.35547
392,Ocean 2008,NA,Mid Shelf,33.08367,-117.348
402,Ocean 2008,NA,Upper Slope,33.09145,-117.41614
413,Ocean 2008,NA,Mid Shelf,33.10133,-117.35917
422,Ocean 2008,NA,Mid Shelf,33.15166,-117.38071
432,Ocean 2008,NA,Outer Shelf,33.2175,-117.50917
442,Ocean 2008,NA,Outer Shelf,33.26191,-117.56321
452,Ocean 2008,NA,Mid Shelf,33.2633,-117.53155
462,Ocean 2008,NA,Mid Shelf,33.26778,-117.56121
472,Ocean 2008,NA,Upper Slope,33.31625,-117.63922
482,Ocean 2008,NA,Mid Shelf,33.40597,-117.67833
492,Ocean 2008,NA,Upper Slope,33.42052,-118.02104
502,Ocean 2008,NA,Upper Slope,33.4292,-117.7437
513,Ocean 2008,NA,Inner Shelf,33.432,-117.67967
522,Ocean 2008,NA,Inner Shelf,33.45546,-117.69261
532,Ocean 2008,NA,Upper Slope,33.47544,-118.10056
542,Ocean 2008,NA,Inner Shelf,33.49728,-117.75126
552,Ocean 2008,NA,Inner Shelf,33.51961,-117.76865
562,Ocean 2008,NA,Upper Slope,33.53653,-117.84718
572,Ocean 2008,NA,Upper Slope,33.5475,-117.85169
582,Ocean 2008,NA,Upper Slope,33.55046,-118.10328
592,Ocean 2008,NA,Mid Shelf,33.58044,-118.13863
602,Ocean 2008,NA,Mid Shelf,33.60071,-118.05458
613,Ocean 2008,NA,Mid Shelf,33.62111,-118.19737
622,Ocean 2008,NA,Inner Shelf,33.62776,-117.98706
632,Ocean 2008,NA,Mid Shelf,33.63953,-118.1687
642,Ocean 2008,NA,Inner Shelf,33.64434,-118.08121
652,Ocean 2008,NA,Mid Shelf,33.64779,-118.15125
662,Ocean 2008,NA,Inner Shelf,33.66,-118.13515
672,Ocean 2008,NA,Inner Shelf,33.67594,-118.16692
682,Ocean 2008,NA,Inner Shelf,33.68046,-118.14475
692,Ocean 2008,NA,Inner Shelf,33.68213,-118.19619
702,Ocean 2008,NA,Upper Slope,33.69263,-118.34435
713,Ocean 2008,NA,Inner Shelf,33.69643,-118.30053
722,Ocean 2008,NA,Inner Shelf,33.70161,-118.30327
732,Ocean 2008,NA,Inner Shelf,33.73183,-118.11857
742,Ocean 2008,NA,Outer Shelf,33.76491,-118.45903
752,Ocean 2008,NA,Mid Shelf,33.83736,-118.47055
762,Ocean 2008,NA,Mid Shelf,33.84558,-118.4636
772,Ocean 2008,NA,Mid Shelf,33.85873,-118.44465
782,Ocean 2008,NA,Upper Slope,33.89988,-118.65716
792,Ocean 2008,NA,Mid Shelf,33.92661,-118.48145
802,Ocean 2008,NA,Mid Shelf,33.92673,-118.48156
813,Ocean 2008,NA,Mid Shelf,33.93563,-118.54011
822,Ocean 2008,NA,Mid Shelf,33.93915,-118.55843
832,Ocean 2008,NA,Mid Shelf,33.94468,-118.51988
842,Ocean 2008,NA,Outer Shelf,33.95591,-118.59201
852,Ocean 2008,NA,Inner Shelf,33.96411,-118.47733
862,Ocean 2008,NA,Outer Shelf,33.96653,-118.64488
872,Ocean 2008,NA,Upper Slope,33.96991,-118.72636
882,Ocean 2008,NA,Mid Shelf,34.00383,-118.91933
892,Ocean 2008,NA,Mid Shelf,34.01217,-119.02283
902,Ocean 2008,NA,Inner Shelf,34.02421,-118.59621
913,Ocean 2008,NA,Inner Shelf,34.03589,-118.91923
922,Ocean 2008,NA,Upper Slope,34.0385,-119.19654
931,Ocean 2008,NA,Upper Slope,34.04318,-119.05776
941,Ocean 2008,NA,Outer Shelf,34.05485,-119.06544
951,Ocean 2008,NA,Mid Shelf,34.06965,-119.20385
961,Ocean 2008,NA,Mid Shelf,34.07194,-119.14054
972,Ocean 2008,NA,Inner Shelf,34.08045,-119.06168
981,Ocean 2008,NA,Inner Shelf,34.10131,-119.1511
991,Ocean 2008,NA,Outer Shelf,34.10572,-119.31562
1001,Ocean 2008,NA,Upper Slope,34.11827,-119.6356
1012,Ocean 2008,NA,Outer Shelf,34.12244,-119.33053
1021,Ocean 2008,NA,Inner Shelf,34.12553,-119.19456
1031,Ocean 2008,NA,Outer Shelf,34.13188,-119.36334
1041,Ocean 2008,NA,Outer Shelf,34.13285,-119.37902
1051,Ocean 2008,NA,Mid Shelf,34.13777,-119.34427
1061,Ocean 2008,NA,Upper Slope,34.14425,-120.18033
10711,Ocean 2008,NA,Upper Slope,34.14665,-119.77117
1081,Ocean 2008,NA,Upper Slope,34.15183,-119.8038
1092,Ocean 2008,NA,Upper Slope,34.1592,-119.8308
1102,Ocean 2008,NA,Upper Slope,34.15872,-120.3213
1113,Ocean 2008,NA,Upper Slope,34.1625,-119.67216
1122,Ocean 2008,NA,Upper Slope,34.16863,-119.53905
1132,Ocean 2008,NA,Inner Shelf,34.18221,-119.34955
1142,Ocean 2008,NA,Upper Slope,34.1855,-120.35517
1152,Ocean 2008,NA,Upper Slope,34.19957,-120.42123
1162,Ocean 2008,NA,Outer Shelf,34.20926,-119.56955
1172,Ocean 2008,NA,Outer Shelf,34.21581,-119.5946
1181,Ocean 2008,NA,Inner Shelf,34.21966,-119.35507
1192,Ocean 2008,NA,Upper Slope,34.252,-119.733
1201,Ocean 2008,NA,Upper Slope,34.2827,-119.72323
1212,Ocean 2008,NA,Upper Slope,34.28595,-120.28316
1222,Ocean 2008,NA,Upper Slope,34.29813,-120.46058
1231,Ocean 2008,NA,Mid Shelf,34.28746,-119.4378
12411,Ocean 2008,NA,Upper Slope,34.30943,-120.23666
1251,Ocean 2008,NA,Upper Slope,34.31421,-119.88585
1262,Ocean 2008,NA,Outer Shelf,34.31853,-119.73
1271,Ocean 2008,NA,Mid Shelf,34.34565,-119.55511
1282,Ocean 2008,NA,Upper Slope,34.34775,-120.37401
12911,Ocean 2008,NA,Mid Shelf,34.35903,-119.5809
1301,Ocean 2008,NA,Upper Slope,34.36311,-120.0125
1312,Ocean 2008,NA,Inner Shelf,34.3607,-119.45608
1321,Ocean 2008,NA,Inner Shelf,34.39683,-119.65755
1331,Ocean 2008,NA,Outer Shelf,34.39693,-120.06476
1342,Ocean 2008,NA,Inner Shelf,34.39833,-119.86178
1352,Ocean 2008,NA,Inner Shelf,34.4008,-119.82895
1362,Ocean 2008,NA,Inner Shelf,34.40408,-119.80896
1372,Ocean 2008,NA,Outer Shelf,34.40823,-120.3143
1382,Ocean 2008,NA,Outer Shelf,34.4127,-120.21621
1392,Ocean 2008,NA,Inner Shelf,34.43495,-120.3805
1402,Ocean 2008,NA,Mid Shelf,34.43886,-120.28425
1761,Ocean 2013,B13-8017,Bay,32.629511,-117.129983
3281,Ocean 2013,B13-8020,Bay,32.641114,-117.13285
414,Ocean 2013,B13-8029,Bay,32.646418,-117.120747
614,Ocean 2013,B13-8052,Bay,32.658322,-117.145958
714,Ocean 2013,B13-8058,Bay,32.662371,-117.144215
914,Ocean 2013,B13-8060,Bay,32.666203,-117.15078
1114,Ocean 2013,B13-8078,Bay,32.687333,-117.149056
1313,Ocean 2013,B13-8109,Bay,32.716287,-117.184571
1412,Ocean 2013,B13-8118,Bay,32.719619,-117.177377
1512,Ocean 2013,B13-8122,Bay,32.72462,-117.181506
1612,Ocean 2013,B13-8159,Bay,32.784714,-117.214572
1842,Ocean 2013,B13-8304,Bay,33.713467,-118.240567
2042,Ocean 2013,B13-8315,Bay,33.72482,-118.15007
2442,Ocean 2013,B13-8318,Bay,33.724583,-118.2242
2641,Ocean 2013,B13-8319,Bay,33.72512,-118.13491
2710,Ocean 2013,B13-8322,Bay,33.72805,-118.211833
2881,Ocean 2013,B13-8323,Bay,33.728083,-118.20625
2951,Ocean 2013,B13-8325,Bay,33.72843,-118.15888
3291,Ocean 2013,B13-8335,Bay,33.731133,-118.202667
355,Ocean 2013,B13-8346,Bay,33.73877,-118.14476
363,Ocean 2013,B13-8350,Bay,33.74035,-118.17345
403,Ocean 2013,B13-8351,Bay,33.74017,-118.15825
415,Ocean 2013,B13-8355,Bay,33.74225,-118.15333
423,Ocean 2013,B13-8358,Bay,33.74418,-118.16955
433,Ocean 2013,B13-8375,Bay,33.75239,-118.17693
443,Ocean 2013,B13-8388,Bay,33.75956,-118.16387
483,Ocean 2013,B13-9005,Inner Shelf,32.53497,-117.1535
514,Ocean 2013,B13-9006,MPA,32.5487,-117.14034
553,Ocean 2013,B13-9007,Mid Shelf,32.54949,-117.1991
563,Ocean 2013,B13-9008,MPA,32.55008,-117.1494
573,Ocean 2013,B13-9011,Outer Shelf,32.58434,-117.33803
583,Ocean 2013,B13-9012,Mid Shelf,32.58634,-117.26284
653,Ocean 2013,B13-9013,Outer Shelf,32.59408,-117.34748
663,Ocean 2013,B13-9014,Outer Shelf,32.59538,-117.32856
693,Ocean 2013,B13-9023,Upper Slope,32.66833,-117.41972
723,Ocean 2013,B13-9026,Upper Slope,32.69393,-117.39587
733,Ocean 2013,B13-9034,Mid Shelf,32.73907,-117.31494
743,Ocean 2013,B13-9035,Upper Slope,32.73972,-117.42619
773,Ocean 2013,B13-9037,Mid Shelf,32.76238,-117.31976
793,Ocean 2013,B13-9040,Inner Shelf,32.78069,-117.26913
823,Ocean 2013,B13-9051,Upper Slope,32.81732,-117.3695
833,Ocean 2013,B13-9052,MPA,32.82126,-117.34166
853,Ocean 2013,B13-9053,Outer Shelf,32.82313,-117.36676
863,Ocean 2013,B13-9056,Outer Shelf,32.83104,-117.35956
893,Ocean 2013,B13-9073,Outer Shelf,32.90917,-117.29504
923,Ocean 2013,B13-9091,MPA,33.01512,-117.33945
932,Ocean 2013,B13-9092,MPA,33.02296,-117.3342
973,Ocean 2013,B13-9094,MPA,33.03266,-117.3167
1002,Ocean 2013,B13-9100,Outer Shelf,33.06689,-117.36712
1013,Ocean 2013,B13-9104,Mid Shelf,33.08075,-117.34234
1042,Ocean 2013,B13-9105,Mid Shelf,33.08887,-117.35115
1052,Ocean 2013,B13-9107,Upper Slope,33.09295,-117.41689
1103,Ocean 2013,B13-9111,Mid Shelf,33.10467,-117.36168
1115,Ocean 2013,B13-9121,Inner Shelf,33.17427,-117.38129
1143,Ocean 2013,B13-9125,Outer Shelf,33.219417,-117.510954
1202,Ocean 2013,B13-9129,Mid Shelf,33.263798,-117.531543
1213,Ocean 2013,B13-9131,Mid Shelf,33.267749,-117.561686
1223,Ocean 2013,B13-9152,MPA,33.471932,-117.735612
1242,Ocean 2013,B13-9159,MPA,33.497982,-117.751709
1263,Ocean 2013,B13-9161,MPA,33.503284,-117.771859
1283,Ocean 2013,B13-9166,Mid Shelf,33.50885,-117.769678
1302,Ocean 2013,B13-9168,MPA,33.511385,-117.777799
1332,Ocean 2013,B13-9171,Inner Shelf,33.519332,-117.768245
1363,Ocean 2013,B13-9173,MPA,33.522648,-117.794141
1373,Ocean 2013,B13-9174,Upper Slope,33.535885,-117.846826
1383,Ocean 2013,B13-9177,MPA,33.546366,-117.822363
1431,Ocean 2013,B13-9179,Upper Slope,33.554635,-118.016943
1461,Ocean 2013,B13-9185,Outer Shelf,33.564518,-118.017204
1481,Ocean 2013,B13-9187,MPA,33.567318,-117.853792
1521,Ocean 2013,B13-9192,MPA,33.579032,-117.865544
15511,Ocean 2013,B13-9194,Mid Shelf,33.589217,-117.892025
1613,Ocean 2013,B13-9199,Mid Shelf,33.600452,-118.054199
1631,Ocean 2013,B13-9200,Mid Shelf,33.60313,-118.09835
1641,Ocean 2013,B13-9204,Inner Shelf,33.625651,-117.984603
1651,Ocean 2013,B13-9214,Inner Shelf,33.643449,-118.081022
1661,Ocean 2013,B13-9217,Mid Shelf,33.64763,-118.1538
1691,Ocean 2013,B13-9219,Inner Shelf,33.656299,-118.059782
1702,Ocean 2013,B13-9221,Inner Shelf,33.6603,-118.13449
1732,Ocean 2013,B13-9223,Upper Slope,33.67607,-118.33359
1782,Ocean 2013,B13-9228,Upper Slope,33.69252,-118.34422
1832,Ocean 2013,B13-9229,Inner Shelf,33.69511,-118.29172
1852,Ocean 2013,B13-9235,MPA,33.70392,-118.39901
1872,Ocean 2013,B13-9237,MPA,33.7201,-118.4144
1882,Ocean 2013,B13-9239,Inner Shelf,33.7213,-118.15279
1932,Ocean 2013,B13-9245,Inner Shelf,33.73163,-118.11825
2032,Ocean 2013,B13-9251,Outer Shelf,33.76299,-118.45776
2072,Ocean 2013,B13-9257,Inner Shelf,33.8306,-118.400067
2102,Ocean 2013,B13-9266,Mid Shelf,33.858467,-118.445183
2113,Ocean 2013,B13-9271,Mid Shelf,33.895217,-118.535467
2122,Ocean 2013,B13-9286,Mid Shelf,33.9317,-118.538383
2132,Ocean 2013,B13-9287,Outer Shelf,33.93395,-118.590517
2142,Ocean 2013,B13-9292,Mid Shelf,33.943233,-118.515633
2172,Ocean 2013,B13-9300,Outer Shelf,33.953883,-118.59055
2222,Ocean 2013,B13-9303,Inner Shelf,33.962,-118.475433
2242,Ocean 2013,B13-9309,Upper Slope,33.97731,-118.877507
2272,Ocean 2013,B13-9314,MPA,33.99337,-118.86241
2292,Ocean 2013,B13-9316,Mid Shelf,33.994867,-118.6274
2312,Ocean 2013,B13-9319,Inner Shelf,33.997033,-118.49135
2332,Ocean 2013,B13-9320,MPA,34.00077,-118.87336
2342,Ocean 2013,B13-9321,MPA,33.999613,-118.81427
2422,Ocean 2013,B13-9323,MPA,34.000304,-118.822712
2452,Ocean 2013,B13-9325,Outer Shelf,34.006252,-119.054103
2472,Ocean 2013,B13-9326,Mid Shelf,34.0037,-118.76935
2492,Ocean 2013,B13-9331,Mid Shelf,34.0133,-118.66725
2522,Ocean 2013,B13-9336,Inner Shelf,34.019767,-118.743717
2562,Ocean 2013,B13-9339,MPA,34.02242,-118.87612
2572,Ocean 2013,B13-9341,Inner Shelf,34.02265,-118.590817
2602,Ocean 2013,B13-9342,Inner Shelf,34.0262,-118.568983
2622,Ocean 2013,B13-9348,Upper Slope,34.03957,-119.19698
2652,Ocean 2013,B13-9350,Outer Shelf,34.04374,-119.058
2672,Ocean 2013,B13-9354,Upper Slope,34.05092,-119.21821
2692,Ocean 2013,B13-9356,Outer Shelf,34.05389,-119.15568
2714,Ocean 2013,B13-9372,Inner Shelf,34.10179,-119.15284
2732,Ocean 2013,B13-9374,Outer Shelf,34.106938,-119.321987
2742,Ocean 2013,B13-9377,Inner Shelf,34.11387,-119.18192
2752,Ocean 2013,B13-9379,Upper Slope,34.118608,-119.630503
2762,Ocean 2013,B13-9380,Outer Shelf,34.12374,-119.33325
2772,Ocean 2013,B13-9382,Inner Shelf,34.125287,-119.261288
279,Ocean 2013,B13-9383,Inner Shelf,34.1262,-119.19485
280,Ocean 2013,B13-9385,Outer Shelf,34.132872,-119.371883
281,Ocean 2013,B13-9387,Upper Slope,34.143587,-120.177188
282,Ocean 2013,B13-9388,Upper Slope,34.146005,-119.772347
2832,Ocean 2013,B13-9391,Upper Slope,34.158032,-119.8281
285,Ocean 2013,B13-9394,Upper Slope,34.169003,-119.54198
287,Ocean 2013,B13-9396,Upper Slope,34.171304,-119.87626
2932,Ocean 2013,B13-9397,Inner Shelf,34.18497,-119.35116
