"objectid","gdb_geomattr_data","shape","stationid","sampledate","samplingorganization","gear","trawlnumber","datum","overlatitude","overlongitude","startlatitude","startlongitude","startdepth","depthunits","endlatitude","endlongitude","enddepth","decklatitude","decklongitude","trawlfail","ptsensor","ptsensormanufacturer","ptsensorserialnumber","onbottomtemp","comments","globalid","created_user","created_date","last_edited_user","last_edited_date","overtime","starttime","endtime","decktime","onbottomtime","trawloverdistance","trawldeckdistance","trawldistance","trawlovertime","trawldecktime","trawltimetobottom","trawltime","trawldistancetonominaltarget","wireout"
1998,NULL,NULL,"B18-10968","2018-09-05 00:00:00","City of Los Angeles Environmental Monitoring Division","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.93776667","-118.58143333","33.92851667","-118.57183333","170.00000000","m","33.92303333","-118.56633333","165.00000000","33.92001667","-118.56118333","None","Yes","Lotek","L110A-1727","10.00000000","Used Lotek data to determine beginning and end depth.","{09A8EF04-BFCB-468E-B119-2B1C595F219D}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:21:33","8:33:16","8:45:24","9:00:57","00:09:42","1357.32543585","581.65577992","793.26696069","12.00000000","16.00000000","2.27739167","13.00000000","67.02632291","596.00000000"
1999,NULL,NULL,"B18-10218","2018-09-05 00:00:00","City of Los Angeles Environmental Monitoring Division","Otter Trawl w. 7.62 meter head rope",1,"NAD83","34.02441667","-118.59970000","34.02373333","-118.59530000","22.50000000","m","34.02255000","-118.58863333","22.00000000","34.02250000","-118.58768333","None","Yes","Lotek","L110A-1727","15.00000000","","{846A87FF-9B1F-40FE-8430-BF7444B5CF4C}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:13:33","10:17:22","10:27:30","10:31:14","00:10:04","412.55567683","87.72863991","628.32972706","4.00000000","4.00000000","2.82572381","11.00000000","12.06654174","146.00000000"
2000,NULL,NULL,"B18-10905","2018-09-05 00:00:00","City of Los Angeles Environmental Monitoring Division","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.99363333","-118.54131667","33.99126667","-118.53716667","32.00000000","m","33.98720000","-118.53236667","32.50000000","33.98683333","-118.53111667","None","Yes","Lotek","L110A-1727","15.00000000","","{5EBE501E-8926-4BB9-BFD5-D59835F535B9}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:10:37","12:14:55","12:25:01","12:29:25","00:09:36","464.36717685","122.24798819","632.71072884","5.00000000","5.00000000","2.57981765","11.00000000","89.32879835","180.00000000"
2001,NULL,NULL,"B18-10304","2018-09-11 00:00:00","City of Los Angeles Environmental Monitoring Division","Otter Trawl w. 7.62 meter head rope",1,"NAD83","34.02418333","-119.01600000","34.03135000","-119.02721667","170.00000000","m","34.03571667","-119.03278333","166.00000000","34.03996667","-119.03363333","None","Yes","Lotek","L110A-1727","10.00000000","","{5FBBB9FA-DA79-49DD-A9B8-52EC6D2239CB}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:44:54","10:56:46","11:08:58","11:20:52","00:11:20","1305.18772827","479.02477457","706.31922971","12.00000000","12.00000000","2.18991230","13.00000000","0.76275568","596.00000000"
2002,NULL,NULL,"B18-10345","2018-09-26 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.56751302","-118.10268555","33.55649821","-118.11419271","256.00000000","m","33.55072021","-118.11569010","256.00000000","33.54066162","-118.11435547","None","Yes","SeaBird","5814","8.89170308","","{E088E969-AE95-43EC-ABF7-84A0EDB9594C}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:46:34","09:03:16","09:13:17","09:32:54","00:11:32","1623.86747966","1125.28241696","657.29732040","17.00000000","20.00000000","2.02983435","11.00000000","30.94479799","800.00000000"
2003,NULL,NULL,"B18-10068","2018-07-10 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","33.45791000","-117.69075000","33.45793000","-117.69180000","5.70000000","m","33.45700000","-117.69779000","7.00000000","33.45705000","-117.69820000","Torn Net","Yes","lotek","L140A-3652","-88.00000000","Dana Point. Torn Net on first trawl of project! Bight 18 compliant trawl starting within 100m of B18-10068. ","{7412474E-8B40-4C34-B77E-21659F5A307F}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","14:56:00","14:57:00","15:07:00","15:10:00","00:00:00","97.43266565","38.43988713","565.22905046","1.00000000","3.00000000","4.42875753","10.00000000","74.38589776","22.00000000"
2004,NULL,NULL,"B18-10228","2018-08-14 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.61500244","-118.03626302","33.61707764","-118.03912760","29.00000000","m","33.62003174","-118.04182943","29.00000000","33.61476237","-118.03597005","Trawl hit unknown obstruction","Yes","SeaBird","147","14.71969250","Net snagged during haul; pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed.","{E11AE88F-AE0C-4C1A-8401-B9F0B9133D2D}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:28:11","08:31:59","08:40:39","09:07:37","00:05:57","351.57978649","798.55434693","412.90433442","4.00000000","27.00000000","1.99761242","9.00000000","74.16942580","176.00000000"
2005,NULL,NULL,"B18-10228","2018-08-14 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",2,"NAD83","33.61476237","-118.03597005","33.61736247","-118.03972982","29.00000000","m","33.62065023","-118.04471029","30.00000000","33.62132161","-118.04622396","None","Yes","SeaBird","147","14.66832097","Pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{25837BAF-C3A7-43BA-A605-1FC55E4F4440}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:08:00","09:12:00","09:22:00","09:26:00","00:09:15","452.54746421","158.79914439","588.49854450","4.00000000","4.00000000","2.57129241","10.00000000","16.65331709","176.00000000"
2006,NULL,NULL,"B18-10260","2018-08-14 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.59842529","-118.05003255","33.60077311","-118.05415039","39.00000000","m","33.60458171","-118.05777995","39.00000000","33.60707194","-118.05945638","None","Yes","SeaBird","147","13.34978274","Pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{692DCF18-394B-413D-8BEA-2D05FC6A3222}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:26:36","10:31:27","10:41:28","10:47:37","00:09:48","462.17707113","317.45580077","540.68899414","5.00000000","7.00000000","2.14966080","11.00000000","87.78509257","215.00000000"
2007,NULL,NULL,"B18-10227","2018-08-14 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.62550049","-117.98330078","33.62676188","-117.98561198","15.00000000","m","33.62946370","-117.99000651","16.00000000","33.63033854","-117.99080404","None","Yes","SeaBird","147","16.25689615","Pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{EDACD0B0-54B4-4B79-B88A-3E16D9825642}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:59:27","13:02:50","13:12:51","13:16:05","00:10:21","255.86110769","122.12761002","505.77035496","4.00000000","4.00000000","2.43677245","11.00000000","12.09435831","105.00000000"
2008,NULL,NULL,"B18-10313","2018-08-15 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.56530355","-118.01004232","33.56722412","-118.02067057","123.00000000","m","33.56890462","-118.02594401","124.00000000","33.57178141","-118.03103841","None","Yes","SeaBird","147","10.26118706","Pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{AF255AE7-6F8A-44BA-B551-BE71BBEF92A8}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:33:02","08:43:24","08:53:26","09:05:18","00:10:00","1007.62826282","570.17454751","523.10321798","11.00000000","12.00000000","2.09922555","11.00000000","9.56917945","480.00000000"
2009,NULL,NULL,"B18-10225","2018-08-15 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.65937500","-118.12384440","33.65957845","-118.12794596","29.00000000","m","33.65974935","-118.13325195","29.00000000","33.66006673","-118.13481445","None","Yes","SeaBird","147","16.26226482","Haul contained kelp blades and holdfasts; pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{9C6359F0-18C3-49CF-8EA7-E5272A3B69D9}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:11:48","11:16:05","11:26:06","11:31:01","00:09:54","380.28390521","148.85679139","491.45011850","5.00000000","5.00000000","2.16070401","11.00000000","8.53053861","176.00000000"
2010,NULL,NULL,"B18-10295","2018-09-05 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.13628000","-119.36897000","34.13336000","-119.36458000","146.00000000","m","34.13202000","-119.36259000","150.00000000","34.13253000","-119.36326000","Improper Bottom Time","Yes","Seabird","39-8658","10.00000000","","{5FC2C1CE-4DE5-48C1-B747-33F136C59AD2}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","07:40:00","07:48:00","07:58:00","08:17:00","00:24:30","518.34123258","83.77850442","236.11265565","8.00000000","19.00000000","-5.89024128","10.00000000","18.02952945","-88.00000000"
2011,NULL,NULL,"B18-10030","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",2,"WGS84","32.69342000","-117.23202000","32.69127000","-117.23134000","18.00000000","m","32.68601000","-117.23005000","16.30000000","32.68558000","-117.22999000","None","Yes","lotek","L140A-3652","13.20000000","Mouth of SD Bay. Bight compliant trawl because first trawl had obstruction snag.","{29F2C240-B62C-4004-93F4-2BFD3094D68F}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","07:23:00","07:26:00","07:36:00","07:39:00","00:09:30","247.39309866","48.14249367","597.21424429","3.00000000","3.00000000","3.09241373","10.00000000","1.82711930","80.00000000"
2012,NULL,NULL,"B18-10030","2018-07-23 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.68509000","-117.23007000","32.68833144","-117.22978899","19.00000000","m","32.68995000","-117.22930000","16.00000000","32.68858000","-117.22853000","Trawl hit unknown obstruction","Yes","lotek","L140A-3652","-88.00000000","Mouth of SD Bay. hit unknown obstruction. Abandoned trawl. Saved Black Croaker and Sand Bass for Bioaaccumulation Study.","{56985EA3-7DE6-45B3-AD97-A5635C3F3585}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","06:58:00","07:00:00","07:11:00","07:14:00","00:00:00","361.38982610","168.52023545","185.70227607","2.00000000","3.00000000","4.51737283","11.00000000","78.76685014","80.00000000"
2013,NULL,NULL,"B18-10038","2018-07-25 00:00:00","AMEC, Foster, & Wheeler / WOOD","Otter Trawl w. 7.62 meter head rope",1,"WGS84","32.64140000","-117.12563000","32.64243000","-117.12617000","4.70000000","m","32.64735000","-117.12915000","4.80000000","32.64770000","-117.12946000","None","Yes","lotek","L140A-3652","25.70000000","South SD Bay. Center of Bay between Chula Vista Wildlife Refuge and Silver Strand.","{32F7C4E7-23D3-4BF6-8817-F3F7AACA8701}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:43:00","09:45:00","09:55:00","09:58:00","00:10:30","125.19493209","48.54917253","614.12156172","2.00000000","3.00000000","6.25974660","10.00000000","14.07653019","20.00000000"
2014,NULL,NULL,"B18-10867","2018-08-15 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.65696615","-118.05086263","33.65829671","-118.05288086","19.00000000","m","33.66158854","-118.05709635","19.00000000","33.66258138","-118.05789388","None","Yes","SeaBird","147","17.95501327","Pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{62E4A3DF-CA08-43F6-9F38-5AFB778F80A8}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:50:14","12:53:07","13:03:07","13:06:34","00:09:45","238.29105867","132.80060388","534.97727664","3.00000000","4.00000000","2.16628235","10.00000000","4.85071352","110.00000000"
2015,NULL,NULL,"B18-10262","2018-08-16 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.59384359","-118.20838216","33.59442546","-118.20169271","51.00000000","m","33.59417725","-118.19474284","51.00000000","33.59408366","-118.19192708","None","Yes","SeaBird","147","13.01054398","Rocky bottom; pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{864590A9-187B-4FDF-9293-D73C5D5F3DBF}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:06:01","09:11:49","09:21:53","09:28:09","00:09:30","622.96538210","261.01145915","644.30738241","6.00000000","7.00000000","2.47208485","11.00000000","91.21937105","252.00000000"
2016,NULL,NULL,"B18-10914","2018-08-16 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.60673828","-118.21512044","33.60981445","-118.22003581","51.00000000","m","33.61274007","-118.22465820","51.00000000","33.61446940","-118.22703451","None","Yes","SeaBird","147","13.65620791","Pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{43E09E0E-E831-4587-A95E-82DFEC038773}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:27:56","10:34:15","10:44:17","10:50:38","00:10:42","569.39393311","292.23100249","537.64261501","7.00000000","7.00000000","2.25949973","11.00000000","16.61120751","252.00000000"
2017,NULL,NULL,"B18-10258","2018-08-16 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.64729818","-118.14192708","33.64753011","-118.14586589","32.00000000","m","33.64756266","-118.15126953","32.00000000","33.64784749","-118.15297852","None","Yes","SeaBird","147","16.02502689","Pressure sensor and field computer clocks were synchronized before the first haul of the day, but drifted apart as the day progressed; haul was considered acceptable based on pressure sensor data.","{47181C5F-92BB-4E25-8E16-60AB749D6AB7}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:44:08","12:48:25","12:58:27","13:03:08","00:10:33","365.50951527","161.33258840","500.20384194","5.00000000","5.00000000","2.07675861","11.00000000","61.22970880","176.00000000"
2018,NULL,NULL,"B18-10222","2018-08-20 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.71072998","-118.21585286","33.71068929","-118.21910807","19.00000000","m","33.71032308","-118.22464193","19.00000000","33.71009521","-118.22661133","None","Yes","SeaBird","5814","16.48825174","","{7D08C465-39C8-4BA2-A66E-8113710985B7}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:59:09","09:02:21","09:12:22","09:16:04","00:11:54","301.13290956","183.91944425","513.48683453","4.00000000","4.00000000","2.31640700","11.00000000","16.78096872","130.00000000"
2019,NULL,NULL,"B18-10223","2018-08-20 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.70510254","-118.18559570","33.70502523","-118.18904622","22.00000000","m","33.70494385","-118.19558919","22.00000000","33.70485026","-118.19763997","None","Yes","SeaBird","5814","15.41129903","","{20A116B2-5C54-46AA-A937-55DDD3BE9450}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:48:36","10:52:12","11:02:12","11:06:11","00:12:11","319.30135108","189.99017676","605.31663191","4.00000000","4.00000000","2.28072394","10.00000000","19.43564599","140.00000000"
2020,NULL,NULL,"B18-10220","2018-08-20 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.73623861","-118.12145182","33.73501790","-118.12190755","7.00000000","m","33.73280843","-118.12080078","7.00000000","33.73264160","-118.12021484","None","Yes","SeaBird","5814","21.19744860","Haul was only 5 min and 266 m due to confined space. ","{C659B4FF-21A0-4147-8F23-5A7F2BDF364B}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","13:26:45","13:28:26","13:33:28","13:35:17","00:06:16","142.12806548","57.27172005","266.14704003","2.00000000","2.00000000","2.84256131","6.00000000","81.44940397","50.00000000"
2021,NULL,NULL,"B18-10226","2018-08-21 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.63961182","-118.07036133","33.64125570","-118.07392578","29.00000000","m","33.64364421","-118.07937826","29.00000000","33.64440104","-118.08151042","None","Yes","SeaBird","5814","14.94432513","","{804CFCDC-9FD3-4609-8BDB-E6DD9A7B2E60}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:31:32","08:35:22","08:45:23","08:49:54","00:11:44","377.21928711","214.56494692","570.35266382","4.00000000","5.00000000","2.21893698","11.00000000","3.38127468","170.00000000"
2022,NULL,NULL,"B18-10913","2018-08-21 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.63437500","-118.19303385","33.63483480","-118.19710286","34.00000000","m","33.63535156","-118.20094401","35.00000000","33.63510335","-118.19925130","None","Yes","SeaBird","5814","15.09861561","Went through a reef zone during haul. ","{D3E260F3-8202-4B91-A494-104E744598F3}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:06:09","10:10:35","10:18:13","10:22:39","00:12:08","380.16037284","159.12087706","360.22200226","5.00000000","5.00000000","2.11200207","8.00000000","26.07799475","180.00000000"
2023,NULL,NULL,"B18-10915","2018-08-21 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.59352620","-118.08756510","33.59745687","-118.07687174","123.00000000","m","33.60086670","-118.07169596","123.00000000","33.59986165","-118.06274414","None","Yes","SeaBird","5814","10.79681677","Haul contained many shrimp. ","{9195CF31-6956-4973-B11F-51CA997E2B6D}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:09:15","12:18:48","12:28:49","12:40:44","00:09:10","1082.58549632","836.58198782","611.18957031","10.00000000","12.00000000","2.30337340","11.00000000","21.35285101","470.00000000"
2024,NULL,NULL,"B18-10314","2018-08-22 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.53911133","-117.83525391","33.54737956","-117.84882813","210.00000000","m","33.54916992","-117.85421549","210.00000000","33.55289307","-117.86171875","None","Yes","SeaBird","5814","9.46199691","Haul contained large plastic pipe, large fiberglass container, and many shrimp and rockfish. ","{618B61E3-8C9B-44AF-B083-FDA3C8969759}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:10:00","10:24:00","10:34:00","10:49:00","00:11:29","1558.17083118","809.23626542","537.48591318","14.00000000","15.00000000","2.25495055","10.00000000","87.37080528","691.00000000"
2025,NULL,NULL,"B18-10973","2018-08-22 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.59844971","-118.06445313","33.59254964","-118.07794596","161.00000000","m","33.58959961","-118.08299154","161.00000000","33.58350016","-118.07993164","None","Yes","SeaBird","5814","9.81831538","","{2C678994-BDC2-47ED-A157-B87BD5E3E736}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","13:19:43","13:31:50","13:41:51","13:56:05","00:09:58","1411.46224265","735.07300842","570.98279170","13.00000000","15.00000000","2.35243707","11.00000000","28.20443907","600.00000000"
2026,NULL,NULL,"B18-10344","2018-09-25 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.55292155","-118.00428060","33.55587158","-118.01907552","228.00000000","m","33.55711670","-118.02413737","230.00000000","33.55908610","-118.03362630","Improper Bottom Time","Yes","SeaBird","5814","9.16845851","Failed QA - pressure sensor data indicated >18 min on bottom time.","{6E4819FA-E38C-4913-8FA7-B6D73D4E3068}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:01:00","11:17:00","11:27:00","11:46:00","00:19:06","1409.67644629","906.11943001","489.05472553","16.00000000","19.00000000","1.93106363","10.00000000","51.46283374","730.00000000"
2027,NULL,NULL,"B18-10344","2018-09-25 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",2,"NAD83","33.55908610","-118.03362630","33.55574137","-118.01915690","230.00000000","m","33.55777181","-118.02532552","226.00000000","33.55999349","-118.03523763","None","Yes","SeaBird","5814","9.14599160","","{B4B8FB71-7B03-4F5C-9A18-D62FFABD6569}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","12:22:23","12:37:21","12:47:23","13:04:42","00:14:47","1391.39564475","951.10664330","614.57643773","15.00000000","18.00000000","1.90602143","11.00000000","58.60669991","730.00000000"
2028,NULL,NULL,"B18-10862","2018-09-26 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.68951823","-118.18626302","33.68947347","-118.18956706","25.00000000","m","33.68941650","-118.19593099","25.00000000","33.69225667","-118.19479167","None","Yes","SeaBird","5814","15.17381144","","{057D63E8-0A0D-4B19-B3B1-EFF0FF2059B3}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:27:14","11:30:51","11:40:51","11:49:34","00:11:52","305.73157687","332.93921342","588.82767375","4.00000000","9.00000000","2.03821051","10.00000000","24.36397272","150.00000000"
2029,NULL,NULL,"B18-10346","2018-09-25 00:00:00","Orange County Sanitation Districts","Otter Trawl w. 7.62 meter head rope",1,"NAD83","33.52380371","-117.82319336","33.53441976","-117.84285482","355.00000000","m","33.53704834","-117.84858398","354.00000000","33.54486491","-117.88289388","None","Yes","SeaBird","5814","7.99481799","","{D8552553-5783-4EB0-9A84-DF954244FD47}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:00:41","08:21:41","08:31:43","08:55:00","00:08:10","2171.37594733","3296.48775277","606.13739628","21.00000000","24.00000000","2.21568974","11.00000000","16.80103104","980.00000000"
2030,NULL,NULL,"B18-10300","2018-09-04 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",2,"WGS84","34.08986000","-119.27594000","34.08754000","-119.27398000","200.00000000","m","34.08589000","-119.27059000","202.00000000","34.08869000","-119.27335000","Outside Radius Limit","Yes","Seabird ","39-8658","-88.00000000","","{C1612FCB-6D2A-4321-9BD3-12DAF26A8ECA}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:27:00","10:37:00","10:47:00","11:07:00","00:21:40","314.84518327","401.91750617","362.10849025","10.00000000","20.00000000","-3.57778617","10.00000000","161.25718541","-88.00000000"
2031,NULL,NULL,"B18-10300","2018-09-04 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",4,"WGS84","34.09101000","-119.27457000","34.08807000","-119.27522000","197.00000000","m","34.08578000","-119.27500000","215.00000000","34.08978000","-119.27489000","Fouled Net (comment req.)","Yes","Seabird ","39-8658","-88.00000000","Net wrapped around boards.","{BEB21E16-35CB-46CF-90A6-6491E962D7AB}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","11:52:00","11:57:00","12:07:00","12:27:00","00:00:00","332.34771979","444.89504699","255.44109214","5.00000000","20.00000000","-3.77667863","10.00000000","95.62123147","-88.00000000"
2032,NULL,NULL,"B18-10213","2018-09-03 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.17940000","-119.35011000","34.17910000","-119.34801000","26.50000000","m","34.17670000","-119.34494000","25.80000000","34.17672000","-119.34527000","None","Yes","Seabird ","39-8658","15.00000000","","{C2067630-305A-410B-AD63-E420CC72E98B}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","10:18:00","10:20:00","10:30:00","10:36:00","00:13:40","196.03762044","30.43886817","388.55585174","2.00000000","6.00000000","-2.22770023","10.00000000","17.26020518","-88.00000000"
2033,NULL,NULL,"B18-10249","2018-09-03 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.19704000","-119.39436000","34.19608000","-119.39242000","35.50000000","m","34.19404000","-119.38904000","34.90000000","34.19417000","-119.38924000","None","Yes","Seabird ","39-8658","12.60000000","","{2508A15A-D268-4922-8E8D-B3F7EF8AA2B2}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:11:00","09:13:00","09:23:00","09:29:00","00:12:20","207.91805595","23.39495462","384.82950187","2.00000000","6.00000000","-2.36270518","10.00000000","9.80504363","-88.00000000"
2034,NULL,NULL,"B18-10210","2018-09-03 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.24662000","-119.39095000","34.24578000","-119.38906000","26.40000000","m","34.24333000","-119.38557000","26.00000000","34.24320000","-119.38587000","None","Yes","Seabird ","39-8658","14.20000000","","{9019E2C0-7234-4A9E-96AF-BE6322A8EE46}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:03:00","08:05:00","08:15:00","08:21:00","00:14:00","197.24045929","31.13515956","420.86416239","2.00000000","6.00000000","-2.24136886","10.00000000","29.99819872","-88.00000000"
2035,NULL,NULL,"B18-10300","2018-09-04 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.09934400","-119.28265000","34.09177000","-119.27985000","191.00000000","m","34.08895000","-119.27654000","200.00000000","34.09209000","-119.27906000","Improper Bottom Time","Yes","Seabird ","39-8658","9.47000000","","{AF8FA081-F6C8-4304-9657-FA45E19DF771}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:36:00","09:40:00","09:50:00","10:08:00","00:04:00","880.77193211","419.23498533","437.30200173","4.00000000","18.00000000","-10.00877196","10.00000000","164.50407513","-88.00000000"
2036,NULL,NULL,"B18-10295","2018-09-05 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",2,"WGS84","34.13476000","-119.36663000","34.13334000","-119.36438000","148.00000000","m","34.13159000","-119.36014000","147.00000000","34.13390000","-119.36396000","None","Yes","Seabird","39-8658","10.30000000","","{B5D93227-0DFB-45A2-AB83-06CC2BF313D9}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","08:37:00","08:44:00","08:54:00","09:10:00","00:20:00","260.41655540","435.42616468","436.07683570","7.00000000","16.00000000","-2.95927904","10.00000000","17.48432681","-88.00000000"
2037,NULL,NULL,"B18-10299","2018-09-05 00:00:00","Aquatic Bioassay and Consulting Laboratories","Otter Trawl w. 7.62 meter head rope",1,"WGS84","34.10909000","-119.32220000","34.10700000","-119.31832000","194.00000000","m","34.10641000","-119.31541000","191.00000000","34.10766000","-119.31733000","Unusually low catch","No","Seabird ","39-8658","9.10000000","No fish in trawl net, but we were on bottom for over 20 min. We will try to trawl again","{83B25B79-7BFE-4DD1-9578-1736150EA7CA}","checker","2019-06-13 10:04:00","checker","2019-06-13 10:04:00","09:59:00","10:06:00","10:16:00","10:37:00","00:17:30","426.16385475","224.87188382","275.83558243","7.00000000","21.00000000","-4.84277108","10.00000000","67.12075138","-88.00000000"
